shipment_id,customer,warehouse_id,destination_region,dispatch_date,delivery_date,delivery_time_days,weight,carrier_name,shipment_status,delivery_mode,shipment_cost,delivery_accuracy_flag,damage_flag,cost_per_kg,delay_flag
S000879,V555555_6,PLANT16,PORT09,2024-10-08,2024-10-08,0,4.792,V444_0,Delivered,GROUND,63.629,True,False,13.28,0
S000880,V555555_6,PLANT16,PORT09,2023-02-09,2023-02-09,0,4.792,V444_0,Delivered,GROUND,58.837,True,False,12.28,0
S000880,V555555_6,PLANT16,PORT09,2023-02-09,2023-02-09,0,4.792,V444_0,Delivered,GROUND,63.629,True,False,13.28,0
S000881,V555555_6,PLANT16,PORT09,2024-09-16,2024-09-16,0,4.792,V444_0,Delivered,GROUND,58.837,True,False,12.28,0
S000881,V555555_6,PLANT16,PORT09,2024-09-16,2024-09-16,0,4.792,V444_0,Delivered,GROUND,63.629,True,False,13.28,0
S000882,V555555_6,PLANT16,PORT09,2023-09-14,2023-09-14,0,4.792,V444_0,Delivered,GROUND,58.837,True,False,12.28,0
S000882,V555555_6,PLANT16,PORT09,2023-09-14,2023-09-14,0,4.792,V444_0,Delivered,GROUND,63.629,True,False,13.28,0
S000883,V555555_6,PLANT16,PORT09,2024-01-22,2024-01-22,0,1.49,V444_0,Delivered,GROUND,18.295,True,False,12.28,0
S000883,V555555_6,PLANT16,PORT09,2024-01-22,2024-01-22,0,1.49,V444_0,Delivered,GROUND,19.785,True,False,13.28,0
S000884,V555555_6,PLANT16,PORT09,2024-08-29,2024-08-29,0,527.534,V444_0,Delivered,GROUND,6477.279,True,False,12.28,0
S000884,V555555_6,PLANT16,PORT09,2024-08-29,2024-08-29,0,527.534,V444_0,Delivered,GROUND,7004.814,True,False,13.28,0
S000885,V555555_6,PLANT16,PORT09,2023-08-11,2023-08-11,0,2338.405,V444_0,Delivered,GROUND,28711.874,True,False,12.28,0
S000885,V555555_6,PLANT16,PORT09,2023-08-11,2023-08-11,0,2338.405,V444_0,Delivered,GROUND,31050.279,True,False,13.28,0
S000886,V555555_6,PLANT16,PORT09,2024-12-19,2024-12-19,0,749.4,V444_0,Delivered,GROUND,9201.433,True,True,12.28,0
S000886,V555555_6,PLANT16,PORT09,2024-12-19,2024-12-19,0,749.4,V444_0,Delivered,GROUND,9950.833,True,False,13.28,0
S000887,V555555_6,PLANT16,PORT09,2024-10-31,2024-10-31,0,360.8,V444_0,Delivered,GROUND,4430.047,True,False,12.28,0
S000887,V555555_6,PLANT16,PORT09,2024-10-31,2024-10-31,0,360.8,V444_0,Delivered,GROUND,4790.847,True,False,13.28,0
S000888,V555555_6,PLANT16,PORT09,2023-11-05,2023-11-05,0,68.035,V444_0,Delivered,GROUND,835.364,True,False,12.28,0
S000888,V555555_6,PLANT16,PORT09,2023-11-05,2023-11-05,0,68.035,V444_0,Delivered,GROUND,903.4,True,False,13.28,0
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-12,3,2.544,V444_0,Delivered,AIR   ,3.455,True,False,1.36,1
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-12,3,2.544,V444_0,Delivered,AIR   ,0.21,True,False,0.08,1
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-12,3,2.544,V444_0,Delivered,AIR   ,1.499,True,False,0.59,1
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-12,3,2.544,V444_0,Delivered,AIR   ,0.123,True,False,0.05,1
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-11,2,2.544,V444_0,Delivered,AIR   ,3.455,True,False,1.36,0
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-11,2,2.544,V444_0,Delivered,AIR   ,0.21,True,False,0.08,0
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-11,2,2.544,V444_0,Delivered,AIR   ,1.499,True,False,0.59,0
S000889,V555555555555555_29,PLANT12,PORT09,2023-12-09,2023-12-11,2,2.544,V444_0,Delivered,AIR   ,0.123,True,False,0.05,0
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-11,3,6.586,V444_0,Delivered,AIR   ,3.455,True,False,0.52,1
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-11,3,6.586,V444_0,Delivered,AIR   ,0.543,True,False,0.08,1
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-11,3,6.586,V444_0,Delivered,AIR   ,1.499,True,False,0.23,1
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-11,3,6.586,V444_0,Delivered,AIR   ,0.319,True,False,0.05,1
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-10,2,6.586,V444_0,Delivered,AIR   ,3.455,True,False,0.52,0
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-10,2,6.586,V444_0,Delivered,AIR   ,0.543,True,False,0.08,0
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-10,2,6.586,V444_0,Delivered,AIR   ,1.499,True,False,0.23,0
S000890,V555555555555555_29,PLANT12,PORT09,2024-12-08,2024-12-10,2,6.586,V444_0,Delivered,AIR   ,0.319,True,False,0.05,0
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-22,3,6.586,V444_0,Delivered,AIR   ,3.455,True,False,0.52,1
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-22,3,6.586,V444_0,Delivered,AIR   ,0.543,True,False,0.08,1
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-22,3,6.586,V444_0,Delivered,AIR   ,1.499,True,False,0.23,1
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-22,3,6.586,V444_0,Delivered,AIR   ,0.319,True,False,0.05,1
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-21,2,6.586,V444_0,Delivered,AIR   ,3.455,True,False,0.52,0
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-21,2,6.586,V444_0,Delivered,AIR   ,0.543,True,False,0.08,0
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-21,2,6.586,V444_0,Delivered,AIR   ,1.499,True,False,0.23,0
S000891,V555555555555555_29,PLANT12,PORT09,2024-03-19,2024-03-21,2,6.586,V444_0,Delivered,AIR   ,0.319,True,False,0.05,0
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-14,3,0.535,V444_0,Delivered,AIR   ,3.455,True,False,6.46,1
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-14,3,0.535,V444_0,Delivered,AIR   ,0.044,True,False,0.08,1
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-14,3,0.535,V444_0,Delivered,AIR   ,1.499,True,False,2.8,1
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-14,3,0.535,V444_0,Delivered,AIR   ,1.499,True,True,2.8,1
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-14,3,0.535,V444_0,Delivered,AIR   ,0.026,True,False,0.05,1
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-13,2,0.535,V444_0,Delivered,AIR   ,3.455,True,False,6.46,0
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-13,2,0.535,V444_0,Delivered,AIR   ,0.044,True,False,0.08,0
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-13,2,0.535,V444_0,Delivered,AIR   ,1.499,True,False,2.8,0
S000892,V5555555555_1,PLANT12,PORT09,2024-03-11,2024-03-13,2,0.535,V444_0,Delivered,AIR   ,0.026,True,False,0.05,0
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-10,3,1.671,V444_0,Delivered,AIR   ,3.455,True,False,2.07,1
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-10,3,1.671,V444_0,Delivered,AIR   ,0.138,True,False,0.08,1
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-10,3,1.671,V444_0,Delivered,AIR   ,1.499,True,True,0.9,1
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-10,3,1.671,V444_0,Delivered,AIR   ,1.499,True,False,0.9,1
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-10,3,1.671,V444_0,Delivered,AIR   ,0.081,True,False,0.05,1
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-09,2,1.671,V444_0,Delivered,AIR   ,3.455,True,False,2.07,0
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-09,2,1.671,V444_0,Delivered,AIR   ,0.138,True,False,0.08,0
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-09,2,1.671,V444_0,Delivered,AIR   ,1.499,True,False,0.9,0
S000893,V5555555555_1,PLANT12,PORT09,2024-12-07,2024-12-09,2,1.671,V444_0,Delivered,AIR   ,0.081,True,False,0.05,0
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-05,3,0.836,V444_0,Delivered,AIR   ,3.455,True,False,4.13,1
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-05,3,0.836,V444_0,Delivered,AIR   ,0.069,True,False,0.08,1
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-05,3,0.836,V444_0,Delivered,AIR   ,1.499,True,False,1.79,1
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-05,3,0.836,V444_0,Delivered,AIR   ,0.04,True,False,0.05,1
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-04,2,0.836,V444_0,Delivered,AIR   ,3.455,True,False,4.13,0
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-04,2,0.836,V444_0,Delivered,AIR   ,0.069,True,False,0.08,0
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-04,2,0.836,V444_0,Delivered,AIR   ,1.499,True,False,1.79,0
S000894,V5555555555_1,PLANT12,PORT09,2023-12-02,2023-12-04,2,0.836,V444_0,Delivered,AIR   ,0.04,True,False,0.05,0
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-15,3,1.11,V444_0,Delivered,AIR   ,3.455,True,False,3.11,1
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-15,3,1.11,V444_0,Delivered,AIR   ,0.091,True,False,0.08,1
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-15,3,1.11,V444_0,Delivered,AIR   ,1.499,True,False,1.35,1
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-15,3,1.11,V444_0,Delivered,AIR   ,0.054,True,False,0.05,1
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-14,2,1.11,V444_0,Delivered,AIR   ,3.455,True,False,3.11,0
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-14,2,1.11,V444_0,Delivered,AIR   ,0.091,True,False,0.08,0
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-14,2,1.11,V444_0,Delivered,AIR   ,1.499,True,False,1.35,0
S000895,V5555555555_1,PLANT12,PORT09,2023-08-12,2023-08-14,2,1.11,V444_0,Delivered,AIR   ,0.054,True,False,0.05,0
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-12,3,2.058,V444_0,Delivered,AIR   ,3.455,True,False,1.68,1
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-12,3,2.058,V444_0,Delivered,AIR   ,0.17,True,False,0.08,1
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-12,3,2.058,V444_0,Delivered,AIR   ,3.455,True,True,1.68,1
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-12,3,2.058,V444_0,Delivered,AIR   ,1.499,True,False,0.73,1
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-12,3,2.058,V444_0,Delivered,AIR   ,0.1,True,False,0.05,1
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-11,2,2.058,V444_0,Delivered,AIR   ,3.455,True,False,1.68,0
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-11,2,2.058,V444_0,Delivered,AIR   ,0.17,True,False,0.08,0
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-11,2,2.058,V444_0,Delivered,AIR   ,1.499,True,False,0.73,0
S000896,V5555_33,PLANT12,PORT09,2023-05-09,2023-05-11,2,2.058,V444_0,Delivered,AIR   ,0.1,True,False,0.05,0
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-22,3,3.087,V444_0,Delivered,AIR   ,3.455,True,False,1.12,1
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-22,3,3.087,V444_0,Delivered,AIR   ,0.254,True,False,0.08,1
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-22,3,3.087,V444_0,Delivered,AIR   ,1.499,True,False,0.49,1
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-22,3,3.087,V444_0,Delivered,AIR   ,0.149,True,False,0.05,1
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-21,2,3.087,V444_0,Delivered,AIR   ,3.455,True,False,1.12,0
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-21,2,3.087,V444_0,Delivered,AIR   ,0.254,True,False,0.08,0
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-21,2,3.087,V444_0,Delivered,AIR   ,1.499,True,False,0.49,0
S000897,V5555_33,PLANT12,PORT09,2024-10-19,2024-10-21,2,3.087,V444_0,Delivered,AIR   ,0.149,True,False,0.05,0
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-23,3,11.317,V444_0,Delivered,AIR   ,3.455,True,False,0.31,1
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-23,3,11.317,V444_0,Delivered,AIR   ,0.933,True,False,0.08,1
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-23,3,11.317,V444_0,Delivered,AIR   ,1.499,True,False,0.13,1
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-23,3,11.317,V444_0,Delivered,AIR   ,0.548,True,False,0.05,1
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-22,2,11.317,V444_0,Delivered,AIR   ,3.455,True,False,0.31,0
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-22,2,11.317,V444_0,Delivered,AIR   ,0.933,True,False,0.08,0
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-22,2,11.317,V444_0,Delivered,AIR   ,1.499,True,False,0.13,0
S000898,V5555_33,PLANT12,PORT09,2024-03-20,2024-03-22,2,11.317,V444_0,Delivered,AIR   ,0.548,True,False,0.05,0
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-16,3,2.058,V444_0,Delivered,AIR   ,3.455,True,False,1.68,1
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-16,3,2.058,V444_0,Delivered,AIR   ,0.17,True,False,0.08,1
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-16,3,2.058,V444_0,Delivered,AIR   ,1.499,True,False,0.73,1
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-16,3,2.058,V444_0,Delivered,AIR   ,0.1,True,False,0.05,1
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-15,2,2.058,V444_0,Delivered,AIR   ,3.455,True,False,1.68,0
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-15,2,2.058,V444_0,Delivered,AIR   ,0.17,True,False,0.08,0
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-15,2,2.058,V444_0,Delivered,AIR   ,1.499,True,False,0.73,0
S000899,V5555_33,PLANT12,PORT09,2024-12-13,2024-12-15,2,2.058,V444_0,Delivered,AIR   ,0.1,True,False,0.05,0
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-26,3,4.115,V444_0,Delivered,AIR   ,3.455,True,False,0.84,1
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-26,3,4.115,V444_0,Delivered,AIR   ,0.339,True,False,0.08,1
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-26,3,4.115,V444_0,Delivered,AIR   ,1.499,True,False,0.36,1
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-26,3,4.115,V444_0,Delivered,AIR   ,0.199,True,False,0.05,1
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-25,2,4.115,V444_0,Delivered,AIR   ,3.455,True,False,0.84,0
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-25,2,4.115,V444_0,Delivered,AIR   ,0.339,True,False,0.08,0
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-25,2,4.115,V444_0,Delivered,AIR   ,1.499,True,False,0.36,0
S000900,V5555_33,PLANT12,PORT09,2024-10-23,2024-10-25,2,4.115,V444_0,Delivered,AIR   ,0.199,True,False,0.05,0
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-05,3,1.029,V444_0,Delivered,AIR   ,3.455,True,False,3.36,1
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-05,3,1.029,V444_0,Delivered,AIR   ,0.085,True,False,0.08,1
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-05,3,1.029,V444_0,Delivered,AIR   ,1.499,True,False,1.46,1
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-05,3,1.029,V444_0,Delivered,AIR   ,0.05,True,False,0.05,1
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-04,2,1.029,V444_0,Delivered,AIR   ,3.455,True,False,3.36,0
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-04,2,1.029,V444_0,Delivered,AIR   ,0.085,True,False,0.08,0
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-04,2,1.029,V444_0,Delivered,AIR   ,1.499,True,False,1.46,0
S000901,V5555_33,PLANT12,PORT09,2024-02-02,2024-02-04,2,1.029,V444_0,Delivered,AIR   ,0.05,True,False,0.05,0
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-18,3,3.087,V444_0,Delivered,AIR   ,3.455,True,False,1.12,1
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-18,3,3.087,V444_0,Delivered,AIR   ,0.254,True,False,0.08,1
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-18,3,3.087,V444_0,Delivered,AIR   ,1.499,True,False,0.49,1
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-18,3,3.087,V444_0,Delivered,AIR   ,0.149,True,False,0.05,1
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-17,2,3.087,V444_0,Delivered,AIR   ,3.455,True,False,1.12,0
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-17,2,3.087,V444_0,Delivered,AIR   ,0.254,True,False,0.08,0
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-17,2,3.087,V444_0,Delivered,AIR   ,3.455,True,True,1.12,0
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-17,2,3.087,V444_0,Delivered,AIR   ,1.499,True,False,0.49,0
S000902,V5555_33,PLANT12,PORT09,2024-11-15,2024-11-17,2,3.087,V444_0,Delivered,AIR   ,0.149,True,False,0.05,0
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-13,3,1.029,V444_0,Delivered,AIR   ,3.455,True,False,3.36,1
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-13,3,1.029,V444_0,Delivered,AIR   ,0.085,True,False,0.08,1
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-13,3,1.029,V444_0,Delivered,AIR   ,1.499,True,False,1.46,1
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-13,3,1.029,V444_0,Delivered,AIR   ,0.05,True,False,0.05,1
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-12,2,1.029,V444_0,Delivered,AIR   ,3.455,True,False,3.36,0
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-12,2,1.029,V444_0,Delivered,AIR   ,0.085,True,False,0.08,0
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-12,2,1.029,V444_0,Delivered,AIR   ,1.499,True,False,1.46,0
S000903,V5555_33,PLANT12,PORT09,2023-08-10,2023-08-12,2,1.029,V444_0,Delivered,AIR   ,0.05,True,False,0.05,0
S000904,V5555_33,PLANT12,PORT09,2024-12-19,2024-12-22,3,1.029,V444_0,Delivered,AIR   ,3.455,True,False,3.36,1
