product_id,warehouse_id,category,stock_on_hand,reorder_level,reorder_flag,avg_lead_time_days,stockout_days,carrying_cost_per_unit
1684722,PLANT02,Misc,15,10,False,5,0,0.1
1684724,PLANT02,Misc,15,10,False,5,0,0.1
1684725,PLANT02,Misc,15,10,False,5,0,0.1
1684728,PLANT02,Misc,15,10,False,5,0,0.1
1684730,PLANT02,Misc,15,10,False,5,0,0.1
1684740,PLANT02,Misc,15,10,False,5,0,0.1
1684741,PLANT02,Misc,15,10,False,5,0,0.1
1684743,PLANT02,Misc,15,10,False,5,0,0.1
1684752,PLANT02,Misc,15,10,False,5,0,0.1
1684767,PLANT02,Misc,15,10,False,5,0,0.1
1684768,PLANT02,Misc,15,10,False,5,0,0.1
1684771,PLANT02,Misc,15,10,False,5,0,0.1
1684772,PLANT02,Misc,15,10,False,5,0,0.1
1684773,PLANT02,Misc,15,10,False,5,0,0.1
1685107,PLANT02,Misc,15,10,False,5,0,0.1
1687191,PLANT02,Misc,15,10,False,5,0,0.1
1688285,PLANT02,Misc,15,10,False,5,0,0.1
1688288,PLANT02,Misc,15,10,False,5,0,0.1
1688290,PLANT02,Misc,15,10,False,5,0,0.1
1688292,PLANT02,Misc,15,10,False,5,0,0.1
1688294,PLANT02,Misc,15,10,False,5,0,0.1
1688571,PLANT02,Misc,15,10,False,5,0,0.1
1688575,PLANT02,Misc,15,10,False,5,0,0.1
1688587,PLANT02,Misc,15,10,False,5,0,0.1
1688589,PLANT02,Misc,15,10,False,5,0,0.1
1688610,PLANT02,Misc,15,10,False,5,0,0.1
1688621,PLANT02,Misc,15,10,False,5,0,0.1
1688629,PLANT02,Misc,15,10,False,5,0,0.1
1688633,PLANT02,Misc,15,10,False,5,0,0.1
1689543,PLANT02,Misc,15,10,False,5,0,0.1
1689544,PLANT02,Misc,15,10,False,5,0,0.1
1689545,PLANT02,Misc,15,10,False,5,0,0.1
1689546,PLANT02,Misc,15,10,False,5,0,0.1
1689547,PLANT02,Misc,15,10,False,5,0,0.1
1689548,PLANT02,Misc,15,10,False,5,0,0.1
1689549,PLANT02,Misc,15,10,False,5,0,0.1
1689550,PLANT02,Misc,15,10,False,5,0,0.1
1689551,PLANT02,Misc,15,10,False,5,0,0.1
1689780,PLANT02,Misc,15,10,False,5,0,0.1
1689781,PLANT02,Misc,15,10,False,5,0,0.1
1689782,PLANT02,Misc,15,10,False,5,0,0.1
1689783,PLANT02,Misc,15,10,False,5,0,0.1
1689784,PLANT02,Misc,15,10,False,5,0,0.1
1689785,PLANT02,Misc,15,10,False,5,0,0.1
1690100,PLANT02,Misc,15,10,False,5,0,0.1
1690614,PLANT02,Misc,15,10,False,5,0,0.1
1690616,PLANT02,Misc,15,10,False,5,0,0.1
1690619,PLANT02,Misc,15,10,False,5,0,0.1
1690621,PLANT02,Misc,15,10,False,5,0,0.1
1690627,PLANT02,Misc,15,10,False,5,0,0.1
1690628,PLANT02,Misc,15,10,False,5,0,0.1
1690630,PLANT02,Misc,15,10,False,5,0,0.1
1691546,PLANT02,Misc,15,10,False,5,0,0.1
1654431,PLANT01,Misc,85,10,False,5,0,0.11
1664406,PLANT01,Misc,85,10,False,5,0,0.11
1664416,PLANT01,Misc,85,10,False,5,0,0.11
1665542,PLANT01,Misc,85,10,False,5,0,0.11
1665863,PLANT01,Misc,85,10,False,5,0,0.11
1668786,PLANT01,Misc,85,10,False,5,0,0.11
1668787,PLANT01,Misc,85,10,False,5,0,0.11
1669095,PLANT01,Misc,85,10,False,5,0,0.11
1669096,PLANT01,Misc,85,10,False,5,0,0.11
1669098,PLANT01,Misc,85,10,False,5,0,0.11
1670651,PLANT01,Misc,85,10,False,5,0,0.11
1670657,PLANT01,Misc,85,10,False,5,0,0.11
1670726,PLANT01,Misc,85,10,False,5,0,0.11
1670729,PLANT01,Misc,85,10,False,5,0,0.11
1670832,PLANT01,Misc,85,10,False,5,0,0.11
1671082,PLANT01,Misc,85,10,False,5,0,0.11
1671768,PLANT01,Misc,85,10,False,5,0,0.11
1672483,PLANT01,Misc,85,10,False,5,0,0.11
1673316,PLANT01,Misc,85,10,False,5,0,0.11
1673317,PLANT01,Misc,85,10,False,5,0,0.11
1673344,PLANT01,Misc,85,10,False,5,0,0.11
1673352,PLANT01,Misc,85,10,False,5,0,0.11
1673354,PLANT01,Misc,85,10,False,5,0,0.11
1673604,PLANT01,Misc,85,10,False,5,0,0.11
1673716,PLANT01,Misc,85,10,False,5,0,0.11
1673790,PLANT01,Misc,85,10,False,5,0,0.11
1673860,PLANT01,Misc,85,10,False,5,0,0.11
1674378,PLANT01,Misc,85,10,False,5,0,0.11
1674380,PLANT01,Misc,85,10,False,5,0,0.11
1674382,PLANT01,Misc,85,10,False,5,0,0.11
1674384,PLANT01,Misc,85,10,False,5,0,0.11
1674493,PLANT01,Misc,85,10,False,5,0,0.11
1675998,PLANT01,Misc,85,10,False,5,0,0.11
1676003,PLANT01,Misc,85,10,False,5,0,0.11
1676009,PLANT01,Misc,85,10,False,5,0,0.11
1677163,PLANT01,Misc,85,10,False,5,0,0.11
1677199,PLANT01,Misc,85,10,False,5,0,0.11
1677614,PLANT01,Misc,85,10,False,5,0,0.11
1677617,PLANT01,Misc,85,10,False,5,0,0.11
1677618,PLANT01,Misc,85,10,False,5,0,0.11
1679087,PLANT01,Misc,85,10,False,5,0,0.11
1679938,PLANT01,Misc,85,10,False,5,0,0.11
1679943,PLANT01,Misc,85,10,False,5,0,0.11
1679944,PLANT01,Misc,85,10,False,5,0,0.11
1679945,PLANT01,Misc,85,10,False,5,0,0.11
1679946,PLANT01,Misc,85,10,False,5,0,0.11
1679947,PLANT01,Misc,85,10,False,5,0,0.11
1679948,PLANT01,Misc,85,10,False,5,0,0.11
1679950,PLANT01,Misc,85,10,False,5,0,0.11
1679951,PLANT01,Misc,85,10,False,5,0,0.11
1679953,PLANT01,Misc,85,10,False,5,0,0.11
1679954,PLANT01,Misc,85,10,False,5,0,0.11
1679956,PLANT01,Misc,85,10,False,5,0,0.11
1680434,PLANT01,Misc,85,10,False,5,0,0.11
1681129,PLANT01,Misc,85,10,False,5,0,0.11
1681136,PLANT01,Misc,85,10,False,5,0,0.11
1681374,PLANT01,Misc,85,10,False,5,0,0.11
1681378,PLANT01,Misc,85,10,False,5,0,0.11
1681468,PLANT01,Misc,85,10,False,5,0,0.11
1681812,PLANT01,Misc,85,10,False,5,0,0.11
1682502,PLANT01,Misc,85,10,False,5,0,0.11
1682593,PLANT01,Misc,85,10,False,5,0,0.11
1683107,PLANT01,Misc,85,10,False,5,0,0.11
1684271,PLANT01,Misc,85,10,False,5,0,0.11
1684524,PLANT01,Misc,85,10,False,5,0,0.11
1684756,PLANT01,Misc,85,10,False,5,0,0.11
1685009,PLANT01,Misc,85,10,False,5,0,0.11
1685010,PLANT01,Misc,85,10,False,5,0,0.11
1685011,PLANT01,Misc,85,10,False,5,0,0.11
1685012,PLANT01,Misc,85,10,False,5,0,0.11
1685825,PLANT01,Misc,85,10,False,5,0,0.11
1685828,PLANT01,Misc,85,10,False,5,0,0.11
1685832,PLANT01,Misc,85,10,False,5,0,0.11
1685834,PLANT01,Misc,85,10,False,5,0,0.11
1685835,PLANT01,Misc,85,10,False,5,0,0.11
1685836,PLANT01,Misc,85,10,False,5,0,0.11
1685837,PLANT01,Misc,85,10,False,5,0,0.11
1685841,PLANT01,Misc,85,10,False,5,0,0.11
1686001,PLANT01,Misc,85,10,False,5,0,0.11
1686002,PLANT01,Misc,85,10,False,5,0,0.11
1686505,PLANT01,Misc,85,10,False,5,0,0.11
1686705,PLANT01,Misc,85,10,False,5,0,0.11
1686707,PLANT01,Misc,85,10,False,5,0,0.11
1687195,PLANT01,Misc,85,10,False,5,0,0.11
1687416,PLANT01,Misc,85,10,False,5,0,0.11
1687417,PLANT01,Misc,85,10,False,5,0,0.11
1687418,PLANT01,Misc,85,10,False,5,0,0.11
1687419,PLANT01,Misc,85,10,False,5,0,0.11
1687420,PLANT01,Misc,85,10,False,5,0,0.11
1687421,PLANT01,Misc,85,10,False,5,0,0.11
1687422,PLANT01,Misc,85,10,False,5,0,0.11
1687423,PLANT01,Misc,85,10,False,5,0,0.11
1687424,PLANT01,Misc,85,10,False,5,0,0.11
1687425,PLANT01,Misc,85,10,False,5,0,0.11
1687660,PLANT01,Misc,85,10,False,5,0,0.11
1687669,PLANT01,Misc,85,10,False,5,0,0.11
1687670,PLANT01,Misc,85,10,False,5,0,0.11
1687671,PLANT01,Misc,85,10,False,5,0,0.11
1687707,PLANT01,Misc,85,10,False,5,0,0.11
1687708,PLANT01,Misc,85,10,False,5,0,0.11
1687892,PLANT01,Misc,85,10,False,5,0,0.11
1688043,PLANT01,Misc,85,10,False,5,0,0.11
1688547,PLANT01,Misc,85,10,False,5,0,0.11
1688877,PLANT01,Misc,85,10,False,5,0,0.11
1688880,PLANT01,Misc,85,10,False,5,0,0.11
1688881,PLANT01,Misc,85,10,False,5,0,0.11
1688885,PLANT01,Misc,85,10,False,5,0,0.11
1688954,PLANT01,Misc,85,10,False,5,0,0.11
1688955,PLANT01,Misc,85,10,False,5,0,0.11
1689617,PLANT01,Misc,85,10,False,5,0,0.11
1689888,PLANT01,Misc,85,10,False,5,0,0.11
1690013,PLANT01,Misc,85,10,False,5,0,0.11
1690123,PLANT01,Misc,85,10,False,5,0,0.11
1690144,PLANT01,Misc,85,10,False,5,0,0.11
1690152,PLANT01,Misc,85,10,False,5,0,0.11
1690153,PLANT01,Misc,85,10,False,5,0,0.11
1690155,PLANT01,Misc,85,10,False,5,0,0.11
1690176,PLANT01,Misc,85,10,False,5,0,0.11
1690265,PLANT01,Misc,85,10,False,5,0,0.11
1690267,PLANT01,Misc,85,10,False,5,0,0.11
1690271,PLANT01,Misc,85,10,False,5,0,0.11
1690273,PLANT01,Misc,85,10,False,5,0,0.11
1690372,PLANT01,Misc,85,10,False,5,0,0.11
1690374,PLANT01,Misc,85,10,False,5,0,0.11
1690487,PLANT01,Misc,85,10,False,5,0,0.11
1690488,PLANT01,Misc,85,10,False,5,0,0.11
1690489,PLANT01,Misc,85,10,False,5,0,0.11
1690490,PLANT01,Misc,85,10,False,5,0,0.11
1690491,PLANT01,Misc,85,10,False,5,0,0.11
1690492,PLANT01,Misc,85,10,False,5,0,0.11
1690493,PLANT01,Misc,85,10,False,5,0,0.11
1690529,PLANT01,Misc,85,10,False,5,0,0.11
1691889,PLANT01,Misc,85,10,False,5,0,0.11
1691893,PLANT01,Misc,85,10,False,5,0,0.11
1691901,PLANT01,Misc,85,10,False,5,0,0.11
1691906,PLANT01,Misc,85,10,False,5,0,0.11
1691937,PLANT01,Misc,85,10,False,5,0,0.11
1692222,PLANT01,Misc,85,10,False,5,0,0.11
1692223,PLANT01,Misc,85,10,False,5,0,0.11
1692224,PLANT01,Misc,85,10,False,5,0,0.11
1692225,PLANT01,Misc,85,10,False,5,0,0.11
1692226,PLANT01,Misc,85,10,False,5,0,0.11
1692679,PLANT01,Misc,85,10,False,5,0,0.11
1692852,PLANT01,Misc,85,10,False,5,0,0.11
1692863,PLANT01,Misc,85,10,False,5,0,0.11
1692867,PLANT01,Misc,85,10,False,5,0,0.11
1693065,PLANT01,Misc,85,10,False,5,0,0.11
1693525,PLANT01,Misc,85,10,False,5,0,0.11
1693527,PLANT01,Misc,85,10,False,5,0,0.11
1693529,PLANT01,Misc,85,10,False,5,0,0.11
1693530,PLANT01,Misc,85,10,False,5,0,0.11
1693531,PLANT01,Misc,85,10,False,5,0,0.11
1693534,PLANT01,Misc,85,10,False,5,0,0.11
1693535,PLANT01,Misc,85,10,False,5,0,0.11
1693536,PLANT01,Misc,85,10,False,5,0,0.11
1693538,PLANT01,Misc,85,10,False,5,0,0.11
1694555,PLANT01,Misc,85,10,False,5,0,0.11
1694556,PLANT01,Misc,85,10,False,5,0,0.11
1694557,PLANT01,Misc,85,10,False,5,0,0.11
1694558,PLANT01,Misc,85,10,False,5,0,0.11
1694559,PLANT01,Misc,85,10,False,5,0,0.11
1694560,PLANT01,Misc,85,10,False,5,0,0.11
1694561,PLANT01,Misc,85,10,False,5,0,0.11
1694562,PLANT01,Misc,85,10,False,5,0,0.11
1694564,PLANT01,Misc,85,10,False,5,0,0.11
1694565,PLANT01,Misc,85,10,False,5,0,0.11
1694566,PLANT01,Misc,85,10,False,5,0,0.11
1694568,PLANT01,Misc,85,10,False,5,0,0.11
1694604,PLANT01,Misc,85,10,False,5,0,0.11
1694674,PLANT01,Misc,85,10,False,5,0,0.11
1694789,PLANT01,Misc,85,10,False,5,0,0.11
1694791,PLANT01,Misc,85,10,False,5,0,0.11
1694845,PLANT01,Misc,85,10,False,5,0,0.11
1694911,PLANT01,Misc,85,10,False,5,0,0.11
1694913,PLANT01,Misc,85,10,False,5,0,0.11
1694984,PLANT01,Misc,85,10,False,5,0,0.11
1694985,PLANT01,Misc,85,10,False,5,0,0.11
1695622,PLANT01,Misc,85,10,False,5,0,0.11
1695660,PLANT01,Misc,85,10,False,5,0,0.11
1695766,PLANT01,Misc,85,10,False,5,0,0.11
1695927,PLANT01,Misc,85,10,False,5,0,0.11
1695932,PLANT01,Misc,85,10,False,5,0,0.11
1695934,PLANT01,Misc,85,10,False,5,0,0.11
1695974,PLANT01,Misc,85,10,False,5,0,0.11
1696549,PLANT01,Misc,85,10,False,5,0,0.11
1696864,PLANT01,Misc,85,10,False,5,0,0.11
1697127,PLANT01,Misc,85,10,False,5,0,0.11
1697128,PLANT01,Misc,85,10,False,5,0,0.11
1697143,PLANT01,Misc,85,10,False,5,0,0.11
1697147,PLANT01,Misc,85,10,False,5,0,0.11
1697243,PLANT01,Misc,85,10,False,5,0,0.11
1697252,PLANT01,Misc,85,10,False,5,0,0.11
1697428,PLANT01,Misc,85,10,False,5,0,0.11
1697429,PLANT01,Misc,85,10,False,5,0,0.11
1697434,PLANT01,Misc,85,10,False,5,0,0.11
1697521,PLANT01,Misc,85,10,False,5,0,0.11
1697522,PLANT01,Misc,85,10,False,5,0,0.11
1697523,PLANT01,Misc,85,10,False,5,0,0.11
1697524,PLANT01,Misc,85,10,False,5,0,0.11
1697526,PLANT01,Misc,85,10,False,5,0,0.11
1697628,PLANT01,Misc,85,10,False,5,0,0.11
1698320,PLANT01,Misc,85,10,False,5,0,0.11
1698654,PLANT01,Misc,85,10,False,5,0,0.11
1698657,PLANT01,Misc,85,10,False,5,0,0.11
1698748,PLANT01,Misc,85,10,False,5,0,0.11
1698749,PLANT01,Misc,85,10,False,5,0,0.11
1700135,PLANT01,Misc,85,10,False,5,0,0.11
1700263,PLANT01,Misc,85,10,False,5,0,0.11
1700304,PLANT01,Misc,85,10,False,5,0,0.11
1700305,PLANT01,Misc,85,10,False,5,0,0.11
1700306,PLANT01,Misc,85,10,False,5,0,0.11
1700307,PLANT01,Misc,85,10,False,5,0,0.11
1700308,PLANT01,Misc,85,10,False,5,0,0.11
1700309,PLANT01,Misc,85,10,False,5,0,0.11
1701317,PLANT01,Misc,85,10,False,5,0,0.11
1701319,PLANT01,Misc,85,10,False,5,0,0.11
1701320,PLANT01,Misc,85,10,False,5,0,0.11
1701324,PLANT01,Misc,85,10,False,5,0,0.11
1701546,PLANT01,Misc,85,10,False,5,0,0.11
